name,year,rate,code,
Nagaland,1966,21.95,25,
Orissa,1966,21.66,26,
Puducherry,1966,43.65,27,
Punjab,1966,0,28,
Rajasthan,1966,18.12,29,
Sikkim,1966,0,30,
Tamil Nadu,1966,36.39,31,
Tripura,1966,20.24,32,
Uttar Pradesh,1966,20.87,33,
Uttaranchal,1966,18.05,34,
West Bengal,1966,34.46,35,
Jammu and Kashmir,1966,12.95,15,
Andaman and Nicobar,1965,40.07,1,
Telangana,1965,0,36,
Andhra Pradesh,1965,21.19,2,
Arunachal Pradesh,1965,7.13,3,
Assam,1965,32.95,4,
Bihar,1965,21.95,5,
Chandigarh,1965,0,6,
Chhattisgarh,1965,18.14,7,
Dadra and Nagar Haveli,1965,0,8,
Daman and Diu,1965,0,9,
Delhi,1965,61.95,10,
Goa,1965,35.41,11,
Gujarat,1965,31.47,12,
Haryana,1965,0,13,
Himachal Pradesh,1965,0,14,
Jharkhand,1965,21.14,16,
Karnataka,1965,29.8,17,
Kerala,1965,55.08,18,
Lakshadweep,1965,27.15,19,
Madhya Pradesh,1965,21.41,20,
Maharashtra,1965,35.08,21,
Manipur,1965,36.04,22,
Meghalaya,1965,26.92,23,
Mizoram,1965,44.01,24,
Nagaland,1965,21.95,25,
Orissa,1965,21.66,26,
Puducherry,1965,43.65,27,
Punjab,1965,0,28,
Rajasthan,1965,18.12,29,
Sikkim,1965,0,30,
Tamil Nadu,1965,36.39,31,
Tripura,1965,20.24,32,
Uttar Pradesh,1965,20.87,33,
Uttaranchal,1965,18.05,34,
West Bengal,1965,34.46,35,
Jammu and Kashmir,1965,12.95,15,
Andaman and Nicobar,1964,40.07,1,
Telangana,1964,0,36,
Andhra Pradesh,1964,21.19,2,
Arunachal Pradesh,1964,7.13,3,
Assam,1964,32.95,4,
Bihar,1964,21.95,5,
Chandigarh,1964,0,6,
Chhattisgarh,1964,18.14,7,
Dadra and Nagar Haveli,1964,0,8,
Daman and Diu,1964,0,9,
Delhi,1964,61.95,10,
Goa,1964,35.41,11,
Gujarat,1964,31.47,12,
Haryana,1964,0,13,
Himachal Pradesh,1964,0,14,
Jharkhand,1964,21.14,16,
Karnataka,1964,29.8,17,
Kerala,1964,55.08,18,
Lakshadweep,1964,27.15,19,
Madhya Pradesh,1964,21.41,20,
Maharashtra,1964,35.08,21,
Manipur,1964,36.04,22,
Meghalaya,1964,26.92,23,
Mizoram,1964,44.01,24,
Nagaland,1964,21.95,25,
Orissa,1964,21.66,26,
Puducherry,1964,43.65,27,
Punjab,1964,0,28,
Rajasthan,1964,18.12,29,
Sikkim,1964,0,30,
Tamil Nadu,1964,36.39,31,
Tripura,1964,20.24,32,
Uttar Pradesh,1964,20.87,33,
Uttaranchal,1964,18.05,34,
West Bengal,1964,34.46,35,
Jammu and Kashmir,1964,12.95,15,
Andaman and Nicobar,1963,40.07,1,
Telangana,1963,0,36,
Andhra Pradesh,1963,21.19,2,
Arunachal Pradesh,1963,7.13,3,
Assam,1963,32.95,4,
Bihar,1963,21.95,5,
Chandigarh,1963,0,6,
Chhattisgarh,1963,18.14,7,
Dadra and Nagar Haveli,1963,0,8,
Daman and Diu,1963,0,9,
Delhi,1963,61.95,10,
Goa,1963,35.41,11,
Gujarat,1963,31.47,12,
Haryana,1963,0,13,
Himachal Pradesh,1963,0,14,
Jharkhand,1963,21.14,16,
Karnataka,1963,29.8,17,
Kerala,1963,55.08,18,
Lakshadweep,1963,27.15,19,
Madhya Pradesh,1963,21.41,20,
Maharashtra,1963,35.08,21,
Manipur,1963,36.04,22,
Meghalaya,1963,26.92,23,
Mizoram,1963,44.01,24,
Nagaland,1963,21.95,25,
Orissa,1963,21.66,26,
Puducherry,1963,43.65,27,
Punjab,1963,0,28,
Rajasthan,1963,18.12,29,
Sikkim,1963,0,30,
Tamil Nadu,1963,36.39,31,
Tripura,1963,20.24,32,
Uttar Pradesh,1963,20.87,33,
Uttaranchal,1963,18.05,34,
West Bengal,1963,34.46,35,
Jammu and Kashmir,1963,12.95,15,
Andaman and Nicobar,1962,40.07,1,
Telangana,1962,0,36,
Andhra Pradesh,1962,21.19,2,
Arunachal Pradesh,1962,7.13,3,
Assam,1962,32.95,4,
Bihar,1962,21.95,5,
Chandigarh,1962,0,6,
Chhattisgarh,1962,18.14,7,
Dadra and Nagar Haveli,1962,0,8,
Daman and Diu,1962,0,9,
Delhi,1962,61.95,10,
Goa,1962,35.41,11,
Gujarat,1962,31.47,12,
Haryana,1962,0,13,
Himachal Pradesh,1962,0,14,
Jharkhand,1962,21.14,16,
Karnataka,1962,29.8,17,
Kerala,1962,55.08,18,
Lakshadweep,1962,27.15,19,
Madhya Pradesh,1962,21.41,20,
Maharashtra,1962,35.08,21,
Manipur,1962,36.04,22,
Meghalaya,1962,26.92,23,
Mizoram,1962,44.01,24,
Nagaland,1962,21.95,25,
Orissa,1962,21.66,26,
Puducherry,1962,43.65,27,
Punjab,1962,0,28,
Rajasthan,1962,18.12,29,
Sikkim,1962,0,30,
Tamil Nadu,1962,36.39,31,
Tripura,1962,20.24,32,
Uttar Pradesh,1962,20.87,33,
Uttaranchal,1962,18.05,34,
West Bengal,1962,34.46,35,
Jammu and Kashmir,1962,12.95,15,
Andaman and Nicobar,1961,40.07,1,
Telangana,1961,0,36,
Andhra Pradesh,1961,21.19,2,
Arunachal Pradesh,1961,7.13,3,
Assam,1961,32.95,4,
Bihar,1961,21.95,5,
Chandigarh,1961,0,6,
Chhattisgarh,1961,18.14,7,
Dadra and Nagar Haveli,1961,0,8,
Daman and Diu,1961,0,9,
Delhi,1961,61.95,10,
Goa,1961,35.41,11,
Gujarat,1961,31.47,12,
Haryana,1961,0,13,
Himachal Pradesh,1961,0,14,
Jharkhand,1961,21.14,16,
Karnataka,1961,29.8,17,
Kerala,1961,55.08,18,
Lakshadweep,1961,27.15,19,
Madhya Pradesh,1961,21.41,20,
Maharashtra,1961,35.08,21,
Manipur,1961,36.04,22,
Meghalaya,1961,26.92,23,
Mizoram,1961,44.01,24,
Nagaland,1961,21.95,25,
Orissa,1961,21.66,26,
Puducherry,1961,43.65,27,
Punjab,1961,0,28,
Rajasthan,1961,18.12,29,
Sikkim,1961,0,30,
Tamil Nadu,1961,36.39,31,
Tripura,1961,20.24,32,
Uttar Pradesh,1961,20.87,33,
Uttaranchal,1961,18.05,34,
West Bengal,1961,34.46,35,
Jammu and Kashmir,1961,12.95,15,
Andaman and Nicobar,1960,30.3,1,
Telangana,1960,0,36,
Andhra Pradesh,1960,0,2,
Arunachal Pradesh,1960,0,3,
Assam,1960,18.53,4,
Bihar,1960,13.49,5,
Chandigarh,1960,0,6,
Chhattisgarh,1960,9.41,7,
Dadra and Nagar Haveli,1960,0,8,
Daman and Diu,1960,0,9,
Delhi,1960,0,10,
Goa,1960,23.48,11,
Gujarat,1960,21.82,12,
Haryana,1960,0,13,
Himachal Pradesh,1960,0,14,
Jharkhand,1960,12.93,16,
Karnataka,1960,0,17,
Kerala,1960,47.18,18,
Lakshadweep,1960,15.23,19,
Madhya Pradesh,1960,13.16,20,
Maharashtra,1960,27.91,21,
Manipur,1960,12.57,22,
Meghalaya,1960,0,23,
Mizoram,1960,31.14,24,
Nagaland,1960,10.52,25,
Orissa,1960,15.8,26,
Puducherry,1960,0,27,
Punjab,1960,0,28,
Rajasthan,1960,8.5,29,
Sikkim,1960,0,30,
Tamil Nadu,1960,0,31,
Tripura,1960,0,32,
Uttar Pradesh,1960,12.02,33,
Uttaranchal,1960,18.93,34,
West Bengal,1960,24.61,35,
Jammu and Kashmir,1960,0,15,
Andaman and Nicobar,1959,30.3,1,
Telangana,1959,0,36,
Andhra Pradesh,1959,0,2,
Arunachal Pradesh,1959,0,3,
Assam,1959,18.53,4,
Bihar,1959,13.49,5,
Chandigarh,1959,0,6,
Chhattisgarh,1959,9.41,7,
Dadra and Nagar Haveli,1959,0,8,
Daman and Diu,1959,0,9,
Delhi,1959,0,10,
Goa,1959,23.48,11,
Gujarat,1959,21.82,12,
Haryana,1959,0,13,
Himachal Pradesh,1959,0,14,
Jharkhand,1959,12.93,16,
Karnataka,1959,0,17,
Kerala,1959,47.18,18,
Lakshadweep,1959,15.23,19,
Madhya Pradesh,1959,13.16,20,
Maharashtra,1959,27.91,21,
Manipur,1959,12.57,22,
Meghalaya,1959,0,23,
Mizoram,1959,31.14,24,
Nagaland,1959,10.52,25,
Orissa,1959,15.8,26,
Puducherry,1959,0,27,
Punjab,1959,0,28,
Rajasthan,1959,8.5,29,
Sikkim,1959,0,30,
Tamil Nadu,1959,0,31,
Tripura,1959,0,32,
Uttar Pradesh,1959,12.02,33,
Uttaranchal,1959,18.93,34,
West Bengal,1959,24.61,35,
Jammu and Kashmir,1959,0,15,
Andaman and Nicobar,1958,30.3,1,
Telangana,1958,0,36,
Andhra Pradesh,1958,0,2,
Arunachal Pradesh,1958,0,3,
Assam,1958,18.53,4,
Bihar,1958,13.49,5,
Chandigarh,1958,0,6,
Chhattisgarh,1958,9.41,7,
Dadra and Nagar Haveli,1958,0,8,
Daman and Diu,1958,0,9,
Delhi,1958,0,10,
Goa,1958,23.48,11,
Gujarat,1958,21.82,12,
Haryana,1958,0,13,
Himachal Pradesh,1958,0,14,
Jharkhand,1958,12.93,16,
Karnataka,1958,0,17,
Kerala,1958,47.18,18,
Lakshadweep,1958,15.23,19,
Madhya Pradesh,1958,13.16,20,
Maharashtra,1958,27.91,21,
Manipur,1958,12.57,22,
Meghalaya,1958,0,23,
Mizoram,1958,31.14,24,
Nagaland,1958,10.52,25,
Orissa,1958,15.8,26,
Puducherry,1958,0,27,
Punjab,1958,0,28,
Rajasthan,1958,8.5,29,
Sikkim,1958,0,30,
Tamil Nadu,1958,0,31,
Tripura,1958,0,32,
Uttar Pradesh,1958,12.02,33,
Uttaranchal,1958,18.93,34,
West Bengal,1958,24.61,35,
Jammu and Kashmir,1958,0,15,
Andaman and Nicobar,1957,30.3,1,
Telangana,1957,0,36,
Andhra Pradesh,1957,0,2,
Arunachal Pradesh,1957,0,3,
Assam,1957,18.53,4,
Bihar,1957,13.49,5,
Chandigarh,1957,0,6,
Chhattisgarh,1957,9.41,7,
Dadra and Nagar Haveli,1957,0,8,
Daman and Diu,1957,0,9,
Delhi,1957,0,10,
Goa,1957,23.48,11,
Gujarat,1957,21.82,12,
Haryana,1957,0,13,
Himachal Pradesh,1957,0,14,
Jharkhand,1957,12.93,16,
Karnataka,1957,0,17,
Kerala,1957,47.18,18,
Lakshadweep,1957,15.23,19,
Madhya Pradesh,1957,13.16,20,
Maharashtra,1957,27.91,21,
Manipur,1957,12.57,22,
Meghalaya,1957,0,23,
Mizoram,1957,31.14,24,
Nagaland,1957,10.52,25,
Orissa,1957,15.8,26,
Puducherry,1957,0,27,
Punjab,1957,0,28,
Rajasthan,1957,8.5,29,
Sikkim,1957,0,30,
Tamil Nadu,1957,0,31,
Tripura,1957,0,32,
Uttar Pradesh,1957,12.02,33,
Uttaranchal,1957,18.93,34,
West Bengal,1957,24.61,35,
Jammu and Kashmir,1957,0,15,
Andaman and Nicobar,1956,30.3,1,
Telangana,1956,0,36,
Andhra Pradesh,1956,0,2,
Arunachal Pradesh,1956,0,3,
Assam,1956,18.53,4,
Bihar,1956,13.49,5,
Chandigarh,1956,0,6,
Chhattisgarh,1956,9.41,7,
Dadra and Nagar Haveli,1956,0,8,
Daman and Diu,1956,0,9,
Delhi,1956,0,10,
Goa,1956,23.48,11,
Gujarat,1956,21.82,12,
Haryana,1956,0,13,
Himachal Pradesh,1956,0,14,
Jharkhand,1956,12.93,16,
Karnataka,1956,0,17,
Kerala,1956,47.18,18,
Lakshadweep,1956,15.23,19,
Madhya Pradesh,1956,13.16,20,
Maharashtra,1956,27.91,21,
Manipur,1956,12.57,22,
Meghalaya,1956,0,23,
Mizoram,1956,31.14,24,
Nagaland,1956,10.52,25,
Orissa,1956,15.8,26,
Puducherry,1956,0,27,
Punjab,1956,0,28,
Rajasthan,1956,8.5,29,
Sikkim,1956,0,30,
Tamil Nadu,1956,0,31,
Tripura,1956,0,32,
Uttar Pradesh,1956,12.02,33,
Uttaranchal,1956,18.93,34,
West Bengal,1956,24.61,35,
Jammu and Kashmir,1956,0,15,
Andaman and Nicobar,1955,30.3,1,
Telangana,1955,0,36,
Andhra Pradesh,1955,0,2,
Arunachal Pradesh,1955,0,3,
Assam,1955,18.53,4,
Bihar,1955,13.49,5,
Chandigarh,1955,0,6,
Chhattisgarh,1955,9.41,7,
Dadra and Nagar Haveli,1955,0,8,
Daman and Diu,1955,0,9,
Delhi,1955,0,10,
Goa,1955,23.48,11,
Gujarat,1955,21.82,12,
Haryana,1955,0,13,
Himachal Pradesh,1955,0,14,
Jharkhand,1955,12.93,16,
Karnataka,1955,0,17,
Kerala,1955,47.18,18,
Lakshadweep,1955,15.23,19,
Madhya Pradesh,1955,13.16,20,
Maharashtra,1955,27.91,21,
Manipur,1955,12.57,22,
Meghalaya,1955,0,23,
Mizoram,1955,31.14,24,
Nagaland,1955,10.52,25,
Orissa,1955,15.8,26,
Puducherry,1955,0,27,
Punjab,1955,0,28,
Rajasthan,1955,8.5,29,
Sikkim,1955,0,30,
Tamil Nadu,1955,0,31,
Tripura,1955,0,32,
Uttar Pradesh,1955,12.02,33,
Uttaranchal,1955,18.93,34,
West Bengal,1955,24.61,35,
Jammu and Kashmir,1955,0,15,
Andaman and Nicobar,1954,30.3,1,
Telangana,1954,0,36,
Andhra Pradesh,1954,0,2,
Arunachal Pradesh,1954,0,3,
Assam,1954,18.53,4,
Bihar,1954,13.49,5,
Chandigarh,1954,0,6,
Chhattisgarh,1954,9.41,7,
Dadra and Nagar Haveli,1954,0,8,
Daman and Diu,1954,0,9,
Delhi,1954,0,10,
Goa,1954,23.48,11,
Gujarat,1954,21.82,12,
Haryana,1954,0,13,
Himachal Pradesh,1954,0,14,
Jharkhand,1954,12.93,16,
Karnataka,1954,0,17,
Kerala,1954,47.18,18,
Lakshadweep,1954,15.23,19,
Madhya Pradesh,1954,13.16,20,
Maharashtra,1954,27.91,21,
Manipur,1954,12.57,22,
Meghalaya,1954,0,23,
Mizoram,1954,31.14,24,
Nagaland,1954,10.52,25,
Orissa,1954,15.8,26,
Puducherry,1954,0,27,
Punjab,1954,0,28,
Rajasthan,1954,8.5,29,
Sikkim,1954,0,30,
Tamil Nadu,1954,0,31,
Tripura,1954,0,32,
Uttar Pradesh,1954,12.02,33,
Uttaranchal,1954,18.93,34,
West Bengal,1954,24.61,35,
Jammu and Kashmir,1954,0,15,
Andaman and Nicobar,1953,30.3,1,
Telangana,1953,0,36,
Andhra Pradesh,1953,0,2,
Arunachal Pradesh,1953,0,3,
Assam,1953,18.53,4,
Bihar,1953,13.49,5,
Chandigarh,1953,0,6,
Chhattisgarh,1953,9.41,7,
Dadra and Nagar Haveli,1953,0,8,
Daman and Diu,1953,0,9,
Delhi,1953,0,10,
Goa,1953,23.48,11,
Gujarat,1953,21.82,12,
Haryana,1953,0,13,
Himachal Pradesh,1953,0,14,
Jharkhand,1953,12.93,16,
Karnataka,1953,0,17,
Kerala,1953,47.18,18,
Lakshadweep,1953,15.23,19,
Madhya Pradesh,1953,13.16,20,
Maharashtra,1953,27.91,21,
Manipur,1953,12.57,22,
Meghalaya,1953,0,23,
Mizoram,1953,31.14,24,
Nagaland,1953,10.52,25,
Orissa,1953,15.8,26,
Puducherry,1953,0,27,
Punjab,1953,0,28,
Rajasthan,1953,8.5,29,
Sikkim,1953,0,30,
Tamil Nadu,1953,0,31,
Tripura,1953,0,32,
Uttar Pradesh,1953,12.02,33,
Uttaranchal,1953,18.93,34,
West Bengal,1953,24.61,35,
Jammu and Kashmir,1953,0,15,
Andaman and Nicobar,1952,30.3,1,
Telangana,1952,0,36,
Andhra Pradesh,1952,0,2,
Arunachal Pradesh,1952,0,3,
Assam,1952,18.53,4,
Bihar,1952,13.49,5,
Chandigarh,1952,0,6,
Chhattisgarh,1952,9.41,7,
Dadra and Nagar Haveli,1952,0,8,
Daman and Diu,1952,0,9,
Delhi,1952,0,10,
Goa,1952,23.48,11,
Gujarat,1952,21.82,12,
Haryana,1952,0,13,
Himachal Pradesh,1952,0,14,
Jharkhand,1952,12.93,16,
Karnataka,1952,0,17,
Kerala,1952,47.18,18,
Lakshadweep,1952,15.23,19,
Madhya Pradesh,1952,13.16,20,
Maharashtra,1952,27.91,21,
Manipur,1952,12.57,22,
Meghalaya,1952,0,23,
Mizoram,1952,31.14,24,
Nagaland,1952,10.52,25,
Orissa,1952,15.8,26,
Puducherry,1952,0,27,
Punjab,1952,0,28,
Rajasthan,1952,8.5,29,
Sikkim,1952,0,30,
Tamil Nadu,1952,0,31,
Tripura,1952,0,32,
Uttar Pradesh,1952,12.02,33,
Uttaranchal,1952,18.93,34,
West Bengal,1952,24.61,35,
Jammu and Kashmir,1952,0,15,
Andaman and Nicobar,1951,30.3,1,
Telangana,1951,0,36,
Andhra Pradesh,1951,0,2,
Arunachal Pradesh,1951,0,3,
Assam,1951,18.53,4,
Bihar,1951,13.49,5,
Chandigarh,1951,0,6,
Chhattisgarh,1951,9.41,7,
Dadra and Nagar Haveli,1951,0,8,
Daman and Diu,1951,0,9,
Delhi,1951,0,10,
Goa,1951,23.48,11,
Gujarat,1951,21.82,12,
Haryana,1951,0,13,
Himachal Pradesh,1951,0,14,
Jharkhand,1951,12.93,16,
Karnataka,1951,0,17,
Kerala,1951,47.18,18,
Lakshadweep,1951,15.23,19,
Madhya Pradesh,1951,13.16,20,
Maharashtra,1951,27.91,21,
Manipur,1951,12.57,22,
Meghalaya,1951,0,23,
Mizoram,1951,31.14,24,
Nagaland,1951,10.52,25,
Orissa,1951,15.8,26,
Puducherry,1951,0,27,
Punjab,1951,0,28,
Rajasthan,1951,8.5,29,
Sikkim,1951,0,30,
Tamil Nadu,1951,0,31,
Tripura,1951,0,32,
Uttar Pradesh,1951,12.02,33,
Uttaranchal,1951,18.93,34,
West Bengal,1951,24.61,35,
Jammu and Kashmir,1951,0,15,
